id,setting_1,setting_2,Title,sent_1,sent_2,sent_3,sent_4,sent_5
31ce4a80-3d01-41fd-92bb-f3987b0872f1,Kent is an elementary school student.,Linda is a close friend of Kent.,Happily Ever After,Kent and Linda have been best friends since they were toddlers.,They both attend the same elementary school.,Kent has a big crush on Linda and finally tells her.,He makes her a Valentine's Day card and she loves it.,"20 years later, they become married with 1 kid."
9811a306-c672-4ff3-a360-0f738351a2aa,Kent is an elementary school student.,Linda is a close friend of Kent.,Forgotten Lunch,Kent woke up late for school.,He rushed to the bus stop.,When he got to school he realized he had forgotten his lunch at home.,He went to lunch with no plan and a hungry stomach.,When Linda noticed he was not eating she shared her lunch with him.
08ad1663-c080-404c-a7a0-30310125b31e,Kent is an elementary school student.,Linda is a close friend of Kent.,Catching Up,Linda fell down ice skating a broke her leg.,Her friend Kent brought her homework everyday of class she had to miss.,Then Kent got a cold and had to miss some school.,"When they both returned, they were far behind the other students.","They shared a tutor, and grew closer by making fun of her behind her back."
2cac4902-8390-43c0-9d8e-d1a29e2213ac,Kent is an elementary school student.,Linda is a friend of Kent.,Lunchtime Love,Kent was counting down the minutes until lunchtime.,He was particularly excited today because he was going to sit at a new table.,Linda had invited him to her table yesterday.,When lunch rolled around he anxiously went to Linda's table.,He sat and talked with her the entire lunch period and everything was great.
ed10684f-b3df-44a6-9b78-3045a84e5f80,Kent is an elementary school student.,Linda is a friend of Kent.,The New Best Friend,Kent and Linda are best friends who attend Draker Elementary School in California.,They hold hands all day and are always together.,"One day, a new student comes to the school.",The new student catches Linda's eye.,She dumps Kent for a new best friend.
dda381d0-a5ca-470d-9b6a-f0e2645bfc45,Kent is an elementary school student.,Linda is a friend of Kent.,Bad Luck,Kent and Linda were waiting for the school bus.,It was very cold outside.,"They wait and waited, but the bus never came.","They could ask Kent's mother for a ride to school, or skip school at Linda's empty house.","They decided to flip a coin, and ended up going to school."
791e1cd8-2c27-48ab-bfb8-60fc42124eeb,Kent is an elementary school student.,Linda is a person who Kent does not like.,Kent's New Chair,When Kent arrived to school his teacher told him they were switching seats today.,She told him to pick anywhere and that would be his new seat.,As he was looking for a new seat Linda stuck her tongue out at him.,He took that as a sign to stay away.,Kent wound up sitting as far from Linda as possible.
fc49a331-a1f7-4aad-9d8c-4e18ba05e988,Kent is an elementary school student.,Linda is a person who Kent does not like.,Mean Girl,Kent goes to Bradford Elementary School.,Kent does not like Linda because she always calls him yucky.,One day he sees Linda crying in the hallway.,He runs over to her to find out what's wrong.,Linda tricks him just so she can kick him in front of everyone.
187355ae-062c-49c9-8f03-51582bb02a94,Kent is an elementary school student.,Linda is a person who Kent does not like.,Two Trips,The second grade class was having a race.,"Kent saw Linda was ahead of him and likely to win, so he tripped her.",But Linda was fast and caught up.,"Before she passed Kent, she tripped him.","The teacher saw the trip and scolded Linda, much to Kent's amusement."
0ddbb4b9-f9cc-4f96-9493-11e5bc99fcaf,Kent is an elementary school student.,Linda is a person who Kent does not like.,A friendship gone bad.,"From kindergarten to fourth grade, Kent and Linda were best friends.","One day in fifth grade, Kent overheard Linda making fun of him behind his back.",After that Kent no longer spoke to Linda for the rest of the year.,"Linda was confused and hurt by this, and took it out on Kent by playing secret pranks on him whenever she could.","Eventually, Linda got caught by a teacher and was expelled for putting glue in Kent's milk at lunch!"
efabd180-ea3e-44ea-9170-d094d8bc9f3c,Kent is an elementary school student.,Max is Kent's dog.,Lost Dog,Kent goes to Mary Elizabeth Elementary School.,His best friend is his dog named Max.,Sadly Max runs away from Kent during their walk.,Months go by until Max returns home.,Kent is so happy but Max dies 3 days later.
8ac46e6c-6789-4ad1-9615-b43218ddb43d,Kent is an elementary school student.,Max is Kent's dog.,Pet Careless,Most of Kent's friends in third grade had a dog.,He begged his parents for one.,They bought him Max.,"He enjoyed Max at first, but soon grew tired of taking care of him.","His parents returned Max, and Kent decided to get a gerbil instead."
9f8a9ed1-1607-4c7f-880f-68acd439d188,Kent is an elementary school student.,Max is Kent's dog.,Kent's best friend Max.,"Kent's parents adopted their dog Max when he was just one year old, over the past 8 years they became best friends.","In third grade, it was show and tell day at school and Kent decided to bring Max!",Kent had fun showing all his classmates the tricks Max had learned over the years and telling them all about Max's life story.,"The teacher was so impressed, she named Max the class mascot and hung his picture int the classroom.",Kent was so happy to see his best friend's picture every day while at school.
28452f8d-fb52-42c5-a86d-c822809ea168,Kent is an elementary school student.,Max is Kent's dog.,Kent's Distraction,As Kent sat in his math class he could not focus.,He found himself staring out the window and daydreaming.,As soon as school was over Kent rushed home to play with Max.,When he got home he grabbed his tennis ball and went outside.,Kent and Max played fetch for hours that night.
0cc9f687-c9eb-4ee5-8a08-209f764f87a6,Kent is an elementary school student.,Max is a dog owned by a friend of Kent.,A hero for the day.,Kent is riding his bike around the neighborhood one summer day.,He notice his friends dog Max running down the street.,He calls for the dog and he comes to Kent.,Kent walks the dog back home and puts him in the backyard.,Kent has prevented Max from running away.
9ba40357-f366-4b52-a8f3-fe88df94346a,Kent is an elementary school student.,Max is a dog owned by a friend of Kent.,An Annoying Favor,Kent's friend was going on vacation with his family.,"He asked Kent to look after his dog, Max.",Kent's parents agreed.,"As soon as the friend left from dropping him off, Max began to bark.","Max barked for five days straight, breaking only to eat and sleep."
52ba7640-0337-40d9-a47b-2934cc5d5dad,Kent is an elementary school student.,Max is a dog owned by a friend of Kent.,Unexpected Happiness,Kent goes to the same school as Max.,Kent and Max have been good friends for a long time but Kent has never gone over to Max's house.,It's always been Kent's hope to own a dog one day or at least have one to play with when he's sad.,"Kent was sad one day about his lunch being stolen so Max asked him if he wanted to come over after school and play video games with him, Kent said sure.","They got to Max's house and there was Max's dog waiting by the door wagging his tail jumping on the two boys and licking them, Kent was instantly happy and forgot about his stolen lunch."
f2c1dd58-2c12-412a-8b9c-1b9a45b83090,Kent is an elementary school student.,Max is a dog owned by a friend of Kent.,The Dog Snatcher,Kent goes to the same school as Sam.,He plays with Max who is Sam's dog everyday after school.,Kent loves Max so much that he decides to steal him.,Sam looks everywhere for her dog but Kent says he hasn't seen him.,Kent raises the dog until it dies 12 years later.
e67c3698-526f-43f8-9b89-05473762faff,Kent is an elementary school student.,Max is a respected person of Kent.,Honesty is the best policy.,Kent goes to a small elementary school in a rural community and is in the 3rd grade.,Ken'ts best friend is Max and he respects him because he is always honest.,One day Kent and Max were playing basketball together during recess.,Kent unknowingly dropped his new watch on the ground and Max found it.,Max returned the watch to Kent and Kent thanked him for being honest once more.
